address;balance_btc_prev;n_tr_prev;time_prev;ts_prev;exchange_rate_prev;cum_profit_prev;cohort_prev;last_block;label;balance_btc;balance_usd;first_tr;last_tr;tr_btc;n_tr;time;ts;exchange_rate;tr_profit;cum_profit;cohort;abs_delta
32iNZDYtEhe8UuJoUbsBMvWDafr6u32TPC;3657.92353277;261;2024-02-12 05:00:00 UTC;1707710400;48130.5;29724623.6659302;c;830076;72943970;3858.0;232313882.0;2019-05-28 22:58:27 UTC;2024-04-18 02:41:08 UTC;0.0;125;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;c;200.07646723000016
bc1qcl45y8e4f0tt8d62tkm5syu2j9m7chd3453pdlehkwgck2y2vqqsc0cq0z;400.0000055;13;2023-11-12 10:00:00 UTC;1699779600;37079.11;-14488396.92706748;b;816427;104955359;200.0;12043468.0;2021-03-26 12:07:42 UTC;2024-04-13 10:48:18 UTC;0.0;9;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;200.0000055
1MyLuYnKsH2Un4uy5xUhZgKJqjTudmtGrn;210.0;4;2024-02-20 20:00:00 UTC;1708455600;51604.56;-46734.15;b;831292;;410.0;24689108.0;2024-02-15 19:05:32 UTC;2024-03-26 15:04:06 UTC;0.0;8;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;200.0
1LsRb6ThsiVHNcPg6zsCLaajyyJcKHDBQN;600.0;3;2024-01-23 16:00:00 UTC;1706022000;39071.45;2237684.0;b;827011;;800.0;48173869.0;2023-11-01 18:12:39 UTC;2024-03-22 23:07:22 UTC;0.0;5;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;200.0
3CgKHXR17eh2xCj2RGnHJHTDjPpqaNDgyT;0.00032711;88;2022-12-16 22:00:00 UTC;1671224400;16823.09;366801778.6541514;0;767710;70837529;200.0;12043487.0;2019-09-17 12:22:36 UTC;2024-04-05 15:57:57 UTC;0.0;51;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;199.99967289
bc1qxjmgexpwajgxu5qhk7ajsm9u82fcy6hvyau2z7;390.00769762;25;2021-09-27 16:00:00 UTC;1632754800;43233.81;16410835.78768377;b;702443;;190.01;11441757.0;2020-04-15 11:16:05 UTC;2024-02-29 16:14:12 UTC;0.0;5;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;199.99769762
bc1qlkrz9v7jdk4sstwnhzlucnxpw7rufg4ysee56kvpdhu8nvhl5q9smddt87;2298.60227107;9;2024-01-31 06:00:00 UTC;1706677200;42992.87;1565523.850835;c;828211;;2099.0;126372226.0;2023-11-22 12:52:55 UTC;2024-03-27 04:14:20 UTC;0.0;4;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;c;199.60227106999992
3HcEUguUZ4vyyMAPWDPUDjLqz882jXwMfV;2927.93639926;11563;2024-02-21 08:00:00 UTC;1708498800;51646.26;65439110.85535551;c;831367;Kraken-wallet;2729.0;164334538.0;2023-05-19 05:40:17 UTC;2024-04-17 19:14:47 UTC;0.0;32871;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;c;198.93639926000014
bc1q20t9ang2delflju832tgkzhw5pa8qqk6wsvjn5;449.9998;1;2024-02-08 00:00:00 UTC;1707346800;44406.98;0.0;b;829437;104861877;643.93;38775963.0;2024-02-07 23:25:03 UTC;2024-04-16 15:16:01 UTC;0.0;19;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;193.93019999999996
15jGAoApJThDwgukezcpnDJKsbUYSbGaMV;769.05165871;33;2024-02-15 02:00:00 UTC;1707958800;52042.3;5159406.98903419;b;830501;;962.6;57965149.0;2024-01-05 20:15:50 UTC;2024-04-11 05:49:24 UTC;0.0;52;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;193.54834129000005
bc1qfgmdr6wpwlcs4x92lcyey779uu5shq5qhavydp;1987.55737037;18;2024-02-16 23:00:00 UTC;1708120800;52045.92;22138110.61828815;c;830767;;2180.0;131269784.0;2023-08-11 17:08:53 UTC;2024-03-29 23:00:53 UTC;0.0;1;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;c;192.44262963000006
1BRsFarKNhBhmxK8wcXSVeP5zfrVAj8WMu;884.26486172;5;2024-01-26 15:00:00 UTC;1706277600;41343.12;-1365036.14737739;b;827477;;1076.0;64773722.0;2024-01-05 18:09:57 UTC;2024-04-16 13:28:13 UTC;0.0;38;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;c;191.73513828
bc1qal0eaj2da6pdwexppvjhrcz0kyl760fva9f0ws;264.1386325;1236;2024-02-21 10:00:00 UTC;1708506000;51164.08;-31156694.56234046;b;831381;89336692;453.35;27299526.0;2021-04-19 04:09:34 UTC;2024-04-18 09:02:38 UTC;0.0;984;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;189.2113675
1JivB8YUXstmJXwv1VjuEbxagZJXETB9QA;679.84155834;2077;2024-02-21 06:00:00 UTC;1708491600;51823.17;26613626.14493768;b;831364;81301700;490.75;29551579.0;2021-11-12 15:00:34 UTC;2024-04-18 23:21:56 UTC;0.0;2047;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;189.09155834
bc1qcdqj2smprre85c78d942wx5tauw5n7uw92r7wr;17745.37007695;4892;2024-02-20 22:00:00 UTC;1708462800;52067.77;449637451.1091673;d;831305;;17560.0;1057414770.0;2023-02-19 03:12:07 UTC;2024-04-18 23:23:25 UTC;0.0;8628;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;d;185.3700769499992
bc1qudp285fw9juql9fzm998j4w6fcxf9q6u9ge72e;3195.71598593;920;2024-02-21 09:00:00 UTC;1708502400;51488.75;78627335.1555554;c;831376;;3381.0;203615509.0;2021-08-12 08:30:20 UTC;2024-04-18 04:49:59 UTC;0.0;985;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;c;185.28401407
1GXFT29AejdaMDi4Uy4xmwr5MKA4HckPgP;0.0;13;2024-02-14 10:00:00 UTC;1707901200;50932.6;1047677.81052012;0;830396;54550768;183.0;11019543.0;2023-12-08 15:36:12 UTC;2024-04-17 07:55:56 UTC;0.0;26;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;183.0
bc1qu02nee0t9z6wc4rxjaeqatzxx4he7qrtzehyuf;818.98281383;500;2024-02-21 09:00:00 UTC;1708502400;51488.75;18985397.9541772;b;831376;;644.35;38800810.0;2022-11-09 03:45:19 UTC;2024-04-18 04:49:59 UTC;0.0;244;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;174.63281383000003
3QsGsAXQ4rqRNvh5pEW55hf3F9PEyb7rVq;1091.32171945;11994;2023-11-13 15:00:00 UTC;1699884000;36742.39;-65639917.43414392;c;816608;71391609;919.63;55377746.0;2019-10-14 11:53:00 UTC;2024-03-14 03:46:55 UTC;0.0;2318;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;171.69171945000005
38jQWvNQm4cwoxTp8BuaszEdiy8EoicaZv;205.77831296;230;2024-02-13 18:00:00 UTC;1707843600;49021.56;-24536062.71397052;b;830313;70902401;377.35;22722739.0;2020-03-11 16:18:11 UTC;2024-03-29 23:42:16 UTC;0.0;162;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;171.57168704000003
bc1qucvjwhy2j86wfx95nhmshuw9ck29jawulme7re;509.4882677;271;2023-12-31 10:00:00 UTC;1704013200;42703.6;15571113.54245983;b;823698;;338.48;20382149.0;2022-08-09 16:29:23 UTC;2024-04-18 14:38:21 UTC;0.0;265;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;171.00826769999998
1KbDEg1tDz2ErYgaDbaDhhawnLrSQFaFx5;23.42826552;3261;2024-02-20 20:00:00 UTC;1708455600;51294.22;4449210.07222078;a;831297;84620959;193.5;11651977.0;2023-07-17 20:18:49 UTC;2024-04-18 22:58:27 UTC;0.0;4412;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;170.07173448
bc1qcxt9urz2mkn208hesh23qe9wxrpzsmlfkkqd57;136.7779319;69;2024-02-16 16:00:00 UTC;1708095600;52019.63;1214230.21295259;b;830729;;305.56;18400224.0;2023-07-24 07:52:49 UTC;2024-04-12 16:36:51 UTC;0.0;100;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;168.7820681
13sfAKmVayaJEQKEs6DiQJfpxAgboENi8M;205.22780943;108;2024-02-21 10:00:00 UTC;1708506000;51164.08;1361005.35839891;b;831381;;373.25;22475929.0;2023-11-20 18:03:05 UTC;2024-04-18 09:02:38 UTC;0.0;64;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;168.02219057
13uZyaPbt4rTwYQ8xWFySVUzWH3pk2P5c7;2080.89336094;1707;2024-02-20 11:00:00 UTC;1708423200;52223.17;67034749.60639753;c;831247;84890554;2246.0;135243176.0;2022-02-15 14:19:47 UTC;2024-04-15 00:23:40 UTC;0.0;2151;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;c;165.1066390599999
bc1qld4zmqswldzheclwurrn4pve99axk24l0m2pax;337.30357485;30;2024-01-11 09:00:00 UTC;1704960000;46281.94;2030426.61077426;b;825272;103854393;173.98;10476689.0;2023-08-15 14:44:15 UTC;2024-04-16 15:44:01 UTC;0.0;42;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;163.32357485000003
bc1q78ufzeu8w8fwvxuphrdlg446xhyptf28fkatu5;87.91439531;534;2024-02-21 10:00:00 UTC;1708506000;51164.08;1652769.93801324;a;831383;;250.0;15054254.0;2022-07-14 06:48:03 UTC;2024-04-17 15:25:49 UTC;0.0;853;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;162.08560469
3R1Wu5fVEZWGXmHajAhTvNfW8oBfG27Xf5;516.0034197;92;2024-02-15 02:00:00 UTC;1707958800;52061.37;18329947.1247698;b;830494;;355.5;21407034.0;2022-08-12 02:24:28 UTC;2024-04-15 05:58:33 UTC;0.0;134;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;160.5034197
19CkUw43czT8yQctnHXNiB5ivNtibWbzqS;6165.67301028;35;2023-09-20 01:00:00 UTC;1695168000;27206.61;-55017788.72813949;c;808494;;6326.0;380944972.0;2021-02-03 15:20:39 UTC;2024-03-25 03:30:05 UTC;0.0;88;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;c;160.3269897199998
bc1qnptc2ytes4lj3dhmwsalevfdw3rd29w4m9ll9sg3v2g7dk0gvdpqaymyxn;1420.13581485;89;2024-02-21 00:00:00 UTC;1708470000;52279.37;19750027.65276334;c;831323;;1260.0;75882259.0;2021-01-06 09:03:55 UTC;2024-02-29 10:30:24 UTC;0.0;86;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;c;160.1358148500001
1JRpAaN9wTWSgFgSod5DUG1GHeAk5sNDSe;642.08174458;35;2023-10-16 04:00:00 UTC;1697425200;27227.63;-3910060.13895865;b;812406;;482.08;29029679.0;2021-06-02 20:06:50 UTC;2024-04-09 16:17:20 UTC;0.0;31;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;160.00174457999998
bc1qu7pa56fy0uasly9uqlfeuvdq56wdcq85eregt3;340.70902742;1633;2024-02-21 13:00:00 UTC;1708516800;51182.91;8748585.57351895;b;831401;92797242;499.79;30095925.0;2022-12-08 06:27:39 UTC;2024-04-17 13:58:22 UTC;0.0;3500;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;159.08097258000004
bc1qukgzkcjw3tvywxvcpt6sggvdqva6w2ffma0h3k;15.65863121;239;2023-08-14 21:00:00 UTC;1692043200;29392.42;1144791.29311459;a;803170;76848500;172.92;10412605.0;2021-06-03 00:59:12 UTC;2024-04-17 21:52:44 UTC;0.0;476;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;157.26136878999998
3MXCbF3mskNCFzMWpF9e28soxG9wXGyRAA;2184.626638;662;2024-02-21 10:00:00 UTC;1708506000;51164.08;38391513.0643169;c;831381;91493412;2341.0;140950876.0;2022-05-07 07:43:57 UTC;2024-04-18 09:02:38 UTC;0.0;342;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;c;156.37336199999982
15cHRgVrGKz7qp2JL2N5mkB2MCFGLcnHxv;22514.00606087;28;2024-01-27 06:00:00 UTC;1706331600;41785.09;460098261.96821666;d;827583;;22670.0;1365127392.0;2022-06-16 19:42:33 UTC;2024-03-25 03:30:05 UTC;0.0;2;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;d;155.9939391299995
339eE2Psesw6UbEuHU1sZfnvVCtLA6DpLd;252.1;482;2024-02-21 14:00:00 UTC;1708520400;51062.13;4110108.93274975;b;831405;102074737;407.2;24520499.0;2023-11-28 13:04:43 UTC;2024-04-18 17:57:31 UTC;0.0;602;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;155.1
3Pfx38ux5RxKSPKW9t5Dz2KS4BbDW92CMA;759.88656584;10;2024-02-08 17:00:00 UTC;1707408000;45086.99;35632095.74469774;b;829538;;604.89;36424631.0;2022-12-20 21:31:47 UTC;2024-04-15 16:35:54 UTC;0.0;12;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;154.99656584000002
33p8CHohUmGaN2Dnofa5FxuHHGpFVhu3Xs;815.65358506;44;2024-02-19 22:00:00 UTC;1708376400;51926.27;11096384.2378201;b;831167;;661.5;39833746.0;2023-07-20 06:47:11 UTC;2024-04-18 21:09:05 UTC;0.0;7;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;154.15358505999995
1KVpuCfhftkzJ67ZUegaMuaYey7qni7pPj;12740.59433352;40;2024-02-14 16:00:00 UTC;1707922800;51612.98;295848883.72956264;d;830438;;12892.0;776334656.0;2019-11-01 19:09:34 UTC;2024-04-04 06:21:16 UTC;0.0;31;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;d;151.40566647999913
35rsszeqeUwZBPfc97hACu6svrZMsjwsRD;350.00785927;8;2024-02-14 02:00:00 UTC;1707872400;49467.42;8395654.80107018;b;830359;;199.0;11983165.0;2022-01-20 14:22:30 UTC;2024-04-18 13:39:01 UTC;0.0;10;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;151.00785926999998
33AoPT7W2GnC1E2hDro68tzZJSUrfuQ7QC;838.20650261;1;2022-12-30 14:00:00 UTC;1672405200;16473.3;0.0;b;769551;;688.11;41435928.0;2022-12-30 13:11:03 UTC;2024-03-26 18:29:58 UTC;0.0;3;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;150.09650261000002
3LQZRhzjftr1CJcLjVjv9zEt33SUiX4mJr;408.52039577;281;2024-01-20 23:00:00 UTC;1705788000;41772.59;23667300.91444983;b;826600;;258.52;15567294.0;2015-07-07 15:21:26 UTC;2024-03-08 14:00:46 UTC;0.0;545;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;150.00039577
1JtAupan5MSPXxSsWFiwA79bY9LD2Ga1je;6285.2333517;14;2024-02-07 06:00:00 UTC;1707282000;42972.65;4384168.72207468;c;829319;;6435.0;387512613.0;2021-12-22 06:17:58 UTC;2024-03-25 03:30:05 UTC;0.0;4;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;c;149.76664830000027
3GCQTAwKRWShJvjVtbUwgsHo7ddbhYEQW1;227.895776;21;2024-02-21 13:00:00 UTC;1708516800;51182.91;2640388.1292411;b;831401;;373.9;22514995.0;2023-04-24 17:28:11 UTC;2024-04-16 15:44:01 UTC;0.0;2;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;146.00422399999997
364ogAaopWj3bt2YZkpydwvkzrAPiLnj8a;2080.17004111;1377;2024-02-21 10:00:00 UTC;1708506000;51164.08;43152623.89288732;c;831381;86377110;2226.0;134066277.0;2021-12-24 06:23:32 UTC;2024-04-18 09:02:38 UTC;0.0;980;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;c;145.82995888999994
3PFNdgGi6g8xsTVqq7XJAUkEKxnmyCh139;352.88020513;245;2024-01-26 05:00:00 UTC;1706241600;40142.91;2673534.19706218;b;827422;;212.72;12809685.0;2023-05-30 06:03:33 UTC;2024-04-18 04:49:59 UTC;0.0;180;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;140.16020512999998
bc1qq2xpdfmunelrcskve62yyuqm7umrmg3g0g3g0l;161.9800033;186;2024-02-14 00:00:00 UTC;1707865200;49586.27;10862106.19209102;b;830346;91844495;302.07;18189852.0;2022-11-09 04:50:11 UTC;2024-03-27 04:14:20 UTC;0.0;146;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;140.0899967
3AkSN62XAYfZesvMMJuWgJZ5Rtb8FCjbpP;131.38999378;11;2024-01-08 20:00:00 UTC;1704740400;46777.61;14640019.13425572;b;824898;;271.39;16342380.0;2022-09-19 09:14:13 UTC;2024-04-01 11:27:08 UTC;0.0;4;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;140.00000622
bc1qt7uavctsap6x3028d6h2lnupfma9g0ff9mhfqa;416.96610391;133;2024-02-07 21:00:00 UTC;1707336000;44137.51;3991698.08747695;b;829415;;277.39;16703665.0;2022-08-11 20:44:04 UTC;2024-04-10 17:27:02 UTC;0.0;175;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;139.57610391000003
bc1qm5mqpgtt2ufucfdvhu5xcdgs3vzehwu62wsyqy;655.900044;414;2024-02-16 22:00:00 UTC;1708117200;51955.05;12052913.43672523;b;830762;85573775;795.0;47872787.0;2022-02-08 14:22:24 UTC;2024-04-08 23:58:37 UTC;0.0;250;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;139.09995600000002
3NjoUWiKsEUNo6QvZUE3smZ3XiUbhimrSY;1136.99783004;4;2024-02-06 09:00:00 UTC;1707206400;43001.55;-10422.61280458;c;829167;;1276.0;76857526.0;2024-02-03 20:28:26 UTC;2024-02-23 05:19:07 UTC;0.0;9;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;c;139.00216995999995
bc1qm6q8tgml3cr9gpx63a5jqtj2dxlsyz4q3ghjlf;10000.000006;19;2022-06-17 02:00:00 UTC;1655427600;20760.29;-201525735.0;d;741111;97847925;9861.0;593797124.0;2022-04-08 12:20:03 UTC;2024-04-01 07:49:20 UTC;0.0;18;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;c;139.0000060000002
15yf6rtnQwdNz7nuCPUhUECCcpYzEyQo6q;869.99644315;4;2024-01-22 17:00:00 UTC;1705939200;40638.99;-420632.82484923;b;826860;;1006.0;60607662.0;2024-01-05 16:45:02 UTC;2024-04-12 15:01:16 UTC;0.0;8;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;c;136.00355685
187QgWdQWqt9EiLkALGkqmBhVcGPgRqb2s;485.0;2;2024-02-13 21:00:00 UTC;1707854400;49549.49;0.0;b;830327;;620.0;37334749.0;2024-02-13 20:07:28 UTC;2024-03-01 21:38:29 UTC;0.0;3;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;135.0
13eASNDeLSSj4EnoxQZSrtk7j9QZJ18hvo;582.31448689;3;2024-01-11 22:00:00 UTC;1705006800;46308.05;-110244.0;b;825358;;716.19;43127111.0;2024-01-11 19:03:20 UTC;2024-03-15 01:17:21 UTC;0.0;4;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;133.87551311000004
1CNtkWbb4grh8xtb8mhoZ6armNE9PHgzA8;8233.98295343;55;2024-02-14 07:00:00 UTC;1707890400;49706.73;224640600.28934813;c;830385;;8367.0;503854380.0;2023-01-13 05:39:56 UTC;2024-03-25 03:30:05 UTC;0.0;4;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;c;133.01704656999937
bc1qryhgpmfv03qjhhp2dj8nw8g4ewg08jzmgy3cyx;195.99993605;19695;2024-02-20 15:00:00 UTC;1708437600;52365.75;5552471.71716976;b;831268;45614416;327.49;19720614.0;2023-08-28 00:48:26 UTC;2024-04-18 23:31:54 UTC;0.0;180222;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;131.49006395
bc1q0yqgdqfk40sqx9w7wl5fwcse8qu0mdu25zg9v2;437.99958964;19;2024-01-28 23:00:00 UTC;1706479200;41882.31;6367457.87460029;b;827872;;568.0;34203424.0;2023-08-11 17:08:53 UTC;2024-04-17 21:02:44 UTC;0.0;13;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;130.00041036
3QWLqTAVRRk6riZcaDyGBAx7WzSj9UTyg7;869.99970966;10;2023-12-11 13:00:00 UTC;1702296000;42217.68;15412842.87614619;b;820705;;1000.0;60217308.0;2022-01-20 14:22:30 UTC;2024-04-17 21:00:12 UTC;0.0;2;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;c;130.00029034
32BfKjhByDSxx3BM5vUkQ3NQq9csZR6nt6;364.73849025;356;2024-02-21 11:00:00 UTC;1708509600;51200.57;3581888.8233555;b;831393;;234.83;14140763.0;2023-12-05 08:22:05 UTC;2024-04-18 19:05:53 UTC;0.0;589;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;129.90849024999997
bc1qg6nyx4yzyruq7fvwckzxe3300maelukw8c8c0c;382.17235316;26;2024-02-20 20:00:00 UTC;1708455600;52036.4;12362210.17799008;b;831298;102847113;253.35;15256011.0;2023-01-30 14:11:47 UTC;2024-03-09 05:41:24 UTC;0.0;15;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;128.82235316
3Mfb3EauGiA1XLs6y5seL1yNTzKERdwk8z;452.08588743;1133;2024-02-21 10:00:00 UTC;1708506000;51164.08;-378216.07003995;b;831389;96904398;578.89;34859057.0;2020-10-16 08:37:58 UTC;2024-04-18 11:44:46 UTC;0.0;366;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;126.80411256999997
3JgJjfM6QnWCxVo6up1G8wbspbtNybZeaY;301.30376324;54;2024-02-13 00:00:00 UTC;1707778800;50017.39;7161748.89944168;b;830204;82524431;175.3;10556334.0;2021-03-08 23:27:54 UTC;2024-03-25 03:30:05 UTC;0.0;19;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;126.00376324000001
13GcbSTJUY31ZffDVjzKaMZrNsNQMxzCCK;295.0;1;2024-02-09 20:00:00 UTC;1707505200;47604.31;0.0;b;829717;;420.0;25291281.0;2024-02-09 19:14:16 UTC;2024-02-28 19:31:56 UTC;0.0;3;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;125.0
bc1qh7rqw0k7zg7apw39ykvpsl7xqm5reldkrk68de;497.56476302;15;2024-02-19 20:00:00 UTC;1708369200;51847.42;15038422.03877868;b;831156;;376.69;22683065.0;2023-04-01 17:20:43 UTC;2024-03-13 16:40:15 UTC;0.0;8;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;120.87476301999999
1AdX6aM8xLRWWiczVSRFw8UkJ8dZgmyLrJ;185.91748485;7;2023-12-16 05:00:00 UTC;1702699200;42254.63;2242598.22340353;b;821417;;306.49;18456206.0;2021-11-22 13:06:18 UTC;2024-03-11 08:39:37 UTC;0.0;1;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;120.57251515000002
1Fpqp8ndhtvWEqqCFepjpeURAibvruot5E;1096.45016302;699;2024-02-21 10:00:00 UTC;1708506000;51164.08;23881202.71956405;c;831385;;1217.0;73273832.0;2020-08-14 06:34:58 UTC;2024-04-18 14:19:48 UTC;0.0;304;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;c;120.54983698000001
bc1qjxnhxa8agfarr7f6tz8c5dsartks92ncgc6n6f;180.0;3;2023-02-21 18:00:00 UTC;1676998800;24432.7;-11828.8;b;777673;;300.0;18065201.0;2023-02-21 11:36:56 UTC;2024-03-11 14:54:43 UTC;0.0;5;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;120.0
1KqXCMEBg4S1WAbzJxtnezZKug8Cqu5tTg;720.3270935;74;2023-10-03 07:00:00 UTC;1696312800;27615.21;29069403.77010582;b;810423;;600.33;36150088.0;2019-05-31 18:15:55 UTC;2024-02-26 11:34:12 UTC;0.0;71;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;119.9970935
15JMnhv8ZugJgAbxkeFxKxqoPUszejkEeM;180.85205964;2;2023-12-19 19:00:00 UTC;1703008800;42206.57;1731506.4262494;b;821981;;300.0;18065201.0;2023-08-20 14:29:01 UTC;2024-04-02 13:45:56 UTC;0.0;4;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;119.14794036
bc1qednza9evphyjvs0qxaan3ydruakzhwer43a9ztafhjdr0xh4lzcsvgg9r8;175.745807;23;2024-02-16 17:00:00 UTC;1708099200;52019.63;51311262.57881047;b;830737;;294.0;17703897.0;2023-10-04 05:54:18 UTC;2024-03-27 07:31:03 UTC;0.0;20;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;118.25419299999999
32jhgBZ8hjVrrYaEQmz75BBve6rxdVyuR8;1350.805729;465;2024-02-21 10:00:00 UTC;1708506000;51164.08;23144438.25030847;c;831381;91494963;1469.0;88460150.0;2022-10-22 09:54:53 UTC;2024-04-18 09:02:38 UTC;0.0;29;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;c;118.19427100000007
3HCXyssst5Xydq77GS1heBDQwBmi31dXZ3;299.56231768;96;2024-02-20 15:00:00 UTC;1708437600;51807.66;3305188.54619577;b;831270;OKEx;416.97;25108991.0;2021-04-14 23:32:06 UTC;2024-04-17 03:33:58 UTC;0.0;73;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;117.40768232000005
16jVbMCcqq1deKrMB3esL2HPso7kvqUsec;1374.91244658;18;2024-01-30 10:00:00 UTC;1706605200;43379.44;134033.40944388;c;828095;;1492.0;89863128.0;2023-11-26 02:58:55 UTC;2024-04-17 20:52:50 UTC;0.0;3;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;c;117.08755341999995
bc1q7e7j5u8rk6we50j2y4vgxnnqq8jwc7xsssws7q;494.97525256;16513;2024-02-21 12:00:00 UTC;1708513200;51164.08;12519584.82645321;b;831400;88985478;377.89;22755357.0;2022-06-23 13:24:03 UTC;2024-04-18 23:23:25 UTC;0.0;27567;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;117.08525256000001
bc1qfu6su3qz4tn0et634mv7p090a0cgameq6rdvuc;480.05813339;966;2024-02-21 16:00:00 UTC;1708527600;51091.61;-6691349.21971346;b;831418;81882517;364.26;21935038.0;2021-12-02 11:57:52 UTC;2024-04-17 19:52:35 UTC;0.0;1235;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;115.79813339000003
1fw4PbvZXdzbKo5WD3hdSvqKDze3g4HHe;497.59450964;58;2024-01-17 17:00:00 UTC;1705507200;42371.14;71931026.94351019;b;826151;;383.21;23075868.0;2018-08-22 16:41:39 UTC;2024-04-18 14:27:06 UTC;0.0;62;2024-04-19 02:51:49 UTC;1713495600;60601.99;0.0;0.0;b;114.38450964000003
