address;label;tr_btc;balance_btc;balance_usd;first_tr;last_tr;n_tr;time;ts;ts_finish;exchange_rate;tr_profit;cum_profit;cohort;last_block;changed
bc1qq58hvmjemeqazt9s0qstkl9pumrku7pc2zs3ltncak5tvpgkku5q65v29f;;0.0;248.99;14993792.0;2024-03-21 15:45:59 UTC;2024-03-21 15:45:59 UTC;1;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qq7aldq8wfx3pyltm32apf7luknq2yjmgvdlsae;;0.0;600.0;36130402.0;2024-03-14 15:16:18 UTC;2024-03-14 15:16:18 UTC;1;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qq9a3uc6sxgyxazjgepztnq0pmpapljqxs22y3x;;0.0;600.0;36130402.0;2024-02-28 18:39:20 UTC;2024-02-28 19:06:39 UTC;2;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qq9qnr5t7vle8y0952tzj5r5telj0rmhnpt4g7n;;0.0;600.0;36130402.0;2024-02-28 18:39:20 UTC;2024-02-28 19:06:39 UTC;2;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qqadkukz0wkm5uuvt5seap8v798yfdg35rpyd93;;0.0;600.0;36130402.0;2024-03-11 16:31:47 UTC;2024-03-11 16:31:47 UTC;1;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qqdys6n3ayhzl9vk3l2ycn3yh4ghngwkgpxzgzu;;0.0;600.0;36130402.0;2024-02-28 19:23:18 UTC;2024-02-28 19:39:14 UTC;2;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qqejsnwmxswr3dpv6yuktjx7224wjt9yjng383c;;0.0;1000.0;60217341.0;2024-03-13 23:09:15 UTC;2024-03-13 23:17:11 UTC;2;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;c;-1;False
bc1qqep2l8xzqca8zr04zlevmw9cmpy2vjxg2ywxn7;;0.0;500.0;30108668.0;2024-03-11 17:10:27 UTC;2024-03-11 17:10:27 UTC;1;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qqgdl2akawuefw9shk2yl7s9qnac694aknljh9u;97847925;0.0;1004.0;60482593.0;2024-02-22 20:04:55 UTC;2024-04-03 20:07:37 UTC;1;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;c;-1;False
bc1qqgm4j0khzx7e4qah39xmh34zev89s3jrq8qzvs;;0.0;300.0;18065201.0;2024-04-17 14:08:55 UTC;2024-04-17 14:31:03 UTC;2;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qqh6jx7xxds0evzqkaqn674jl3y98uafstx3jdr;;0.0;235.39;14174263.0;2024-03-29 11:28:57 UTC;2024-03-29 11:48:42 UTC;2;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qqhwcqj5jcy4vqfwwp6v6frpcxfg66gc20m62yd;;0.0;600.0;36130402.0;2024-03-15 15:57:15 UTC;2024-03-15 15:57:15 UTC;1;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qqhyz8q2ef5hels92hn8w3phmk4nzd50v48ee44;;0.0;578.24;34819974.0;2024-03-25 14:46:59 UTC;2024-04-05 15:33:16 UTC;4;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qqjg5dl5t24a4d7727ge9n6t6fnnygd4e6macxl;;0.0;600.0;36130402.0;2024-02-28 19:23:18 UTC;2024-02-28 19:39:14 UTC;2;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qqk4xyrz3d4zastjanges0lak7pe4k8al5kd4aj;;0.0;500.0;30108669.0;2024-03-11 15:14:53 UTC;2024-04-16 07:02:56 UTC;2;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qqkeatqhexrnqzrwwaz29s8ejjjjzknffn3lyrc;;0.0;600.0;36130402.0;2024-03-13 16:12:51 UTC;2024-03-13 16:12:51 UTC;1;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qqmmu0p235h2hvuluxdcws6dfexrpf3hrgyyur7;;0.0;600.0;36130402.0;2024-04-08 18:23:12 UTC;2024-04-08 18:23:12 UTC;1;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qqnrkedgg3mwk97wgsralw9vauwkvy4dv9uk53p;;0.0;1380.0;83100704.0;2024-03-20 21:47:34 UTC;2024-03-22 08:15:35 UTC;2;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;c;-1;False
bc1qqnzrpdwc2kpg9u8pgwsx3xdrxake9h0mg88f7h;;0.0;600.0;36130402.0;2024-04-16 15:37:18 UTC;2024-04-16 15:37:18 UTC;1;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qqq9duh6kwsugjm2thvz50l46ctdmt7agykxrl4y4d24tnnewv7as6plufv;;0.0;255.0;15355420.0;2024-04-18 19:31:45 UTC;2024-04-18 19:31:45 UTC;1;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qqqwkylwv46v4lqt8fm6t93qrl2n0yhmw99lcaq;;0.0;400.0;24086974.0;2024-02-23 19:03:52 UTC;2024-02-23 19:03:52 UTC;1;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qqr405fe7kute9vzvqq4jch6rakvqzrzpt6je4u;;0.0;484.81;29193918.0;2024-04-11 15:12:27 UTC;2024-04-11 16:57:43 UTC;2;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qqr9uannc28gxyzzu7wxz9yssdhamw475h579dn;;0.0;285.0;17161941.0;2024-03-04 12:32:50 UTC;2024-03-04 12:45:14 UTC;8;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qqsm898jq345kufr9gm0kcm6c2lm4u8vef2vs57;;0.0;200.01;12044367.0;2024-03-10 13:42:41 UTC;2024-03-10 13:42:41 UTC;1;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qqu38sqr3kjzqksdxhdxpmhwtezqznrv464y9dg;;0.0;600.0;36130402.0;2024-03-06 22:36:36 UTC;2024-03-06 22:36:36 UTC;1;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qqvpp92lalg4x8n0rx995fj8fwzglptgj78v9h6;;0.0;500.0;30108668.0;2024-03-11 15:06:59 UTC;2024-03-11 15:06:59 UTC;1;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qqw6zsnd7dxq4pcxyjp04d7twagmgy9fkcnurgy;;0.0;455.44;27425679.0;2024-04-03 22:16:04 UTC;2024-04-03 22:49:27 UTC;2;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qqwvx0ttpl6xs394sl6n563dujj62tvmz33445u;;0.0;1615.0;97251179.0;2024-03-11 15:06:59 UTC;2024-03-11 15:16:51 UTC;2;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;c;-1;False
bc1qqy4jkx5fpr2amqfacrmmq0mkasngp7se8d7ftv;;0.0;4368.0;263041639.0;2024-03-21 20:11:28 UTC;2024-03-21 20:22:18 UTC;2;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;c;-1;False
bc1qr0rx87em40m8h766fr32neu8pk5ekqndpwwayy;;0.0;603.0;36311054.0;2024-02-29 17:38:35 UTC;2024-02-29 17:38:35 UTC;1;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qr24xasf3uyk7lhns47vzzvx7naxkj0ptpscgmv;;0.0;600.0;36130402.0;2024-03-06 21:38:09 UTC;2024-03-06 21:38:09 UTC;1;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qr3rztf00pyrsqzq5vgtescvz95j5z6x6xfxhz6;;0.0;500.0;30108668.0;2024-03-11 15:14:53 UTC;2024-03-11 15:19:59 UTC;2;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qr44wchlwxjsmwypyc0uq7ujj2qc5h2eawyumex;;0.0;182.02;10960990.0;2024-04-10 15:27:27 UTC;2024-04-10 15:27:27 UTC;1;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qr7s6a0ghwhna80el99vkdge8mangv5mrg5p3ez;;0.0;1383.0;83278436.0;2024-03-14 23:58:28 UTC;2024-03-15 18:15:55 UTC;29;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;c;-1;False
bc1qr83vvf4m50me4jxsfd3p00c8d573rm6wh8t0s8;;0.0;600.0;36130402.0;2024-04-08 18:32:37 UTC;2024-04-08 18:32:37 UTC;1;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qr9pm6n0wwr0wd0ts9lgfz5sctgxkhw8uu44plx;;0.0;600.0;36130402.0;2024-03-13 16:08:22 UTC;2024-03-13 16:08:22 UTC;1;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qraaeqxrvutjvu42xt96ggr6yljxz63q40c8z2a;;0.0;600.0;36130402.0;2024-03-06 20:28:28 UTC;2024-03-06 20:28:28 UTC;1;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
bc1qrf9llyljmwy8egcjjsw0z0a8n5sgjlhcemezcl;;0.0;250.0;15054332.0;2024-02-26 23:19:26 UTC;2024-02-26 23:19:26 UTC;1;2024-04-19 02:51:49 UTC;1713495600;;60601.99;0.0;0.0;b;-1;False
